species,strain,virus,isolate,infectious.dose,infectious.dose.mid,unit,feeding.method,temp,day.PE,day.PE.mid,num.infected,total.infect,perc.infected,total.infect.exp,num.disseminated,perc.disseminated,total.dissem.exp,total.dissem,num.transmitted,perc.transmitted,total.trans.exp,total.transmitted,trans.method,Infec assay,trans.assay,ref,note
ae_aegypti,Townsville,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14,14,16,60,27,60,10,17,60,60,,NT,NT,,NT,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_albopictus,Torres Strait,JEV,Gen 1 (TS00),6.2,6.2,TCID50/mL,pledget,28,14,14,5,25,20,25,4,16,25,25,4,16,25,25,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Torres Strait,JEV,Gen 1 (TS00),5.1,5.1,TCID50/mL,pledget,28,14,14,1,25,4,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Torres Strait,JEV,Gen 1 (TS00),4.4,4.4,TCID50/mL,pledget,28,14,14,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_kochi,Bamaga,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,6,28,21,28,,NT,NT,,0,0,8,8,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_kochi,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,1,9,11,9,,NT,NT,,1,13,8,8,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_notoscriptus,Brisbane,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,13-14,13.5,13,48,27,48,4,8,48,48,3,27,11,11,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_notoscriptus,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,1,5,20,5,0,1,5,5,,NT,NT,,NT,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_vigilax,Redlands,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,13,13,5,13,39,13,5,39,13,13,0,0,4,4,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_vigilax,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,43,75,57,75,,NT,NT,,3,17,18,18,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
cx_annulirostris,Brisbane,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14,14,36,36,100,36,23,64,36,36,13,81,16,16,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
cx_annulirostris,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,51,55,93,55,,NT,NT,,14,61,23,23,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
cx_annulirostris,Brisbane,JEV,Gen 1 (TS00),6.4,6.4,TCID50/mL,pledget,28,12,12,20,25,80,25,14,56,25,25,3,12,25,25,capillary tube,CC-EIA,qRT-PCR,"Johnson, P.H.; Hall-Mendelin, S.; Whelan, P.I.; Frances, S.P.; Jansen, C.C.; Mackenzie, D.O.; Northill, J.A.; van den Hurk, A.F. Vector competence of Australian Culex gelidus Theobald (Diptera:Culicidae) for endemic and exotic arboviruses. Australian Journal of Entomology 2009, 48, 234-240.",
cx_gelidus,Katherine,JEV,Gen 1 (TS00),6.4,6.4,TCID50/mL,pledget,28,12,12,22,23,96,23,22,96,23,23,22,96,23,23,capillary tube,CC-EIA,qRT-PCR,"Johnson, P.H.; Hall-Mendelin, S.; Whelan, P.I.; Frances, S.P.; Jansen, C.C.; Mackenzie, D.O.; Northill, J.A.; van den Hurk, A.F. Vector competence of Australian Culex gelidus Theobald (Diptera:Culicidae) for endemic and exotic arboviruses. Australian Journal of Entomology 2009, 48, 234-240.",
cx_gelidus,Katherine,JEV,Gen 1 (TS00),6.5,6.5,TCID50/mL,pledget,28,15,15,6,7,86,7,,NT,NT,,6,86,7,7,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Johnson, P.H.; Hall-Mendelin, S.; Northill, J.A.; Simmons, R.J.; Jansen, C.C.; Frances, S.P.; Smith, G.A.; Ritchie, S.A. Expectoration of Flaviviruses during sugar feeding by mosquitoes (Diptera: Culicidae). J Med Entomol 2007, 44, 845-850.",
cx_gelidus,Katherine,JEV,Gen 1 (TS00),6.4,6.4,TCID50/mL,hanging drop,28,15,15,5,20,25,20,,NT,NT,,5,25,20,20,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Johnson, P.H.; Hall-Mendelin, S.; Northill, J.A.; Simmons, R.J.; Jansen, C.C.; Frances, S.P.; Smith, G.A.; Ritchie, S.A. Expectoration of Flaviviruses during sugar feeding by mosquitoes (Diptera: Culicidae). J Med Entomol 2007, 44, 845-850.",
cx_quinquefasciatus,Brisbane,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,17-19,18,50,51,98,51,14,28,51,51,4,50,8,8,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
cx_quinquefasciatus,Mareeba,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,15,27,56,27,,NT,NT,,0,0,16,16,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
cx_sitiens,Brisbane,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14,14,33,36,92,36,4,11,36,36,10,67,15,15,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ma_septempunctata,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,16,24,67,24,13,54,24,24,,NT,NT,,NT,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ve_funerea,Cairns,JEV,Gen 2 (TS3306),7.1,7.1,TCID50/mL,membrane,28,14-15,14.5,4,36,11,36,,NT,NT,,1,7,15,15,suckling mouse,CC-EIA,symptom.antibodies,"van den Hurk, A.F.; Nisbet, D.J.; Hall, R.A.; Kay, B.H.; Mackenzie, J.S.; Ritchie, S.A. Vector competence of Australian mosquitoes (Diptera: Culicidae) for Japanese encephalitis virus. Journal of Medical Entomology 2003, 40, 82-90.",
ae_aegypti,Cairns,CHIKV,Mauritius,7,7,TCID50/mL,membrane,28,14,14,,,NT,NT,,NT,NT,,14,52,27,27,capillary tube,CC-EIA,qRT-PCR,"Hall-Mendelin, S.; Ritchie, S.A.; Johansen, C.A.; Zborowski, P.; Cortis, G.; Dandridge, S.; Hall, R.A.; van den Hurk, A.F. Exploiting mosquito sugar feeding to detect mosquito-borne pathogens. Proc Natl Acad Sci U S A 2010, 107, 11255-11259.",
ae_aegypti,Cairns,CHIKV,Mauritius,6.7,6.7,TCID50/mL,membrane,28,14-15,14.5,23,25,92,25,23,92,25,25,16,64,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_aegypti,Cairns,CHIKV,Mauritius,5.8,5.8,TCID50/mL,membrane,28,14-15,14.5,19,25,76,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_aegypti,Cairns,CHIKV,Mauritius,4.8,4.8,TCID50/mL,membrane,28,14-15,14.5,8,25,32,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_aegypti,Cairns,CHIKV,Mauritius,3.6,3.6,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,4.8,4.8,TCID50/mL,membrane,28,7,7,0,30,0,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,5.2,5.2,TCID50/mL,membrane,28,7,7,15,30,50,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,6.2,6.2,TCID50/mL,membrane,28,7,7,27,30,90,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,6.9,6.9,TCID50/mL,membrane,28,7,7,30,30,100,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,9.5,9.5,TCID50/mL,membrane,28,7,7,29,30,97,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,3.5,3.5,TCID50/mL,mouse,28,7,7,2,30,7,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Hammond,CHIKV,LR2006-OPY1,6.5,6.5,TCID50/mL,mouse,28,7,7,20,30,65,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Hugo, L.E.; Prow, N.A.; Tang, B.; Devine, G.; Suhrbier, A. Chikungunya virus transmission between Aedes albopictus and laboratory mice. Parasit Vectors 2016, 9, 555, doi:10.1186/s13071-016-1838-1",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,2,2,4,5,80,5,0,0,5,5,0,0,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,4,4,4,5,80,5,3,60,5,5,0,2,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,7,7,3,5,60,5,3,60,5,5,0,2,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,10,10,5,5,100,5,5,100,5,5,4,80,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,14,14,4,5,80,5,2,40,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,21,21,4,5,80,5,2,40,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,22,25,25,3,5,60,5,2,40,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,2,2,5,5,100,5,3,60,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,4,4,5,5,100,5,5,100,5,5,4,80,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,7,7,4,5,80,5,4,80,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,10,10,5,5,100,5,5,100,5,5,4,80,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,14,14,4,5,80,5,4,80,5,5,3,60,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,21,21,4,5,80,5,4,80,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,7.5,7.5,TCID50/mL,pledget,28,25,25,4,5,80,5,3,60,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,CHIKV,Mauritius,6.6,6.6,TCID50/mL,membrane,28,14-15,14.5,23,25,92,25,23,92,25,25,8,32,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_albopictus,Masig,CHIKV,Mauritius,5.7,5.7,TCID50/mL,membrane,28,14-15,14.5,16,23,70,23,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_albopictus,Masig,CHIKV,Mauritius,4.6,4.6,TCID50/mL,membrane,28,14-15,14.5,15,24,63,24,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_albopictus,Masig,CHIKV,Mauritius,3.7,3.7,TCID50/mL,membrane,28,14-15,14.5,8,25,32,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_albopictus,Hammond,CHIKV,Caribbean,7,7,PFU/mL,membrane,18,3,3,20,20,100,20,20,100,20,20,0,0,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Caribbean,7,7,PFU/mL,membrane,18,7,7,19,19,100,19,19,100,19,19,0,0,19,19,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Caribbean,7,7,PFU/mL,membrane,28,3,3,19,19,100,19,19,100,19,19,2,10.5,19,19,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Caribbean,7,7,PFU/mL,membrane,28,7,7,20,20,100,20,20,100,20,20,4,20,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Mauritius,7,7,PFU/mL,membrane,18,3,3,20,20,100,20,20,100,20,20,0,0,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Mauritius,7,7,PFU/mL,membrane,18,7,7,20,20,100,20,20,100,20,20,5,25,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Mauritius,7,7,PFU/mL,membrane,28,3,3,20,20,100,20,20,100,20,20,5,25,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_albopictus,Hammond,CHIKV,Mauritius,7,7,PFU/mL,membrane,28,7,7,20,20,100,20,20,100,20,20,4,20,20,20,capillary tube,qRT-PCR,CPE - qRT-PCR,"Wimalasiri-Yapa, B.; Stassen, L.; Hu, W.; Yakob, L.; McGraw, E.A.; Pyke, A.T.; Jansen, C.C.; Devine, G.J.; Frentiu, F.D. Chikungunya Virus Transmission at Low Temperature by Aedes albopictus Mosquitoes. Pathogens 2019, 8, doi:10.3390/pathogens8030149. et al. 2019",
ae_notoscriptus,Brisbane,CHIKV,Mauritius,6.8,6.8,TCID50/mL,membrane,28,14-15,14.5,26,30,87,30,7,23,30,30,6,20,30,30,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_notoscriptus,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,14,25,56,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_notoscriptus,Brisbane,CHIKV,Mauritius,4.5,4.5,TCID50/mL,membrane,28,14-15,14.5,8,25,32,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
