species,strain,virus,isolate,infectious.dose,infectious.dose.mid,unit,feeding.method,temp,day.PE,day.PE.mid,num.infected,total.infect,perc.infected,total.infect.exp,num.disseminated,perc.disseminated,total.dissem.exp,total.dissem,num.transmitted,perc.transmitted,total.trans.exp,total.transmitted,trans.method,Infec assay,trans.assay,ref,note
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25,14,14,26,40,65,40,26,65,40,40,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",25 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,32,7,7,22,30,73,30,21,70,30,30,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",25 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,32,14,14,13,18,72,18,13,72,18,18,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",25 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25,7,7,21,40,53,40,20,50,40,40,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",32 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25,14,14,25,36,69,36,24,67,36,36,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",32 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,32,7,7,21,30,70,30,21,70,30,30,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",32 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,32,14,14,10,21,48,21,9,43,21,21,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.",32 C rearing
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,18-25,14,14,13,18,72,18,12,67,18,18,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.","Temp in this instance refers to the temp for the first 7 d of incubation, then the temp for the next 14 d"
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25-18,14,14,13,21,62,21,13,62,21,21,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.","Temp in this instance refers to the temp for the first 7 d of incubation, then the temp for the next 14 d"
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25-18,14,14,12,20,60,20,12,60,20,20,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.","Temp in this instance refers to the temp for the first 7 d of incubation, then the temp for the next 14 d"
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,25-32,14,14,10,16,63,16,10,63,16,16,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.","Temp in this instance refers to the temp for the first 7 d of incubation, then the temp for the next 14 d"
ae_vigilax,Townsville,RRV,B94/20,5.6,5.6,TCID50/mL,pledget,32-25,14,14,6,9,67,9,6,67,9,9,,NT,NT,,NT,Vero-CPE,NT,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105.","Temp in this instance refers to the temp for the first 7 d of incubation, then the temp for the next 14 d"
cx_gelidus,Katherine,RRV,389A,6.6,6.6,TCID50/mL,pledget,28,11,11,18,25,72,25,6,24,25,25,6,24,25,25,Capillary tube,CC-EIA,CC-EIA,"Johnson, P.H.; Hall-Mendelin, S.; Whelan, P.I.; Frances, S.P.; Jansen, C.C.; Mackenzie, D.O.; Northill, J.A.; van den Hurk, A.F. Vector competence of Australian Culex gelidus Theobald (Diptera:Culicidae) for endemic and exotic arboviruses. Australian Journal of Entomology 2009, 48, 234-240.",
cx_gelidus,Katherine,RRV,389A,6.6,6.6,TCID50/mL,pledget,28,11,11,17,25,68,25,14,56,25,25,9,36,25,25,Capillary tube,CC-EIA,CC-EIA,"Johnson, P.H.; Hall-Mendelin, S.; Whelan, P.I.; Frances, S.P.; Jansen, C.C.; Mackenzie, D.O.; Northill, J.A.; van den Hurk, A.F. Vector competence of Australian Culex gelidus Theobald (Diptera:Culicidae) for endemic and exotic arboviruses. Australian Journal of Entomology 2009, 48, 234-240.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,2,2,3,5,60,5,1,20,5,5,0,0,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,4,4,3,5,60,5,1,20,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,7,7,3,5,60,5,3,60,5,5,3,60,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,10,10,2,5,40,5,2,40,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,14,14,4,5,80,5,4,80,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,21,21,4,5,80,5,4,80,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,22,25,25,3,5,60,5,3,60,5,5,0,0,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,2,2,3,5,60,5,0,0,5,5,0,0,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,4,4,3,5,60,5,2,40,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,7,7,4,5,80,5,3,60,5,5,1,20,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,10,10,4,5,80,5,4,80,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,14,14,5,5,100,5,5,100,5,5,4,80,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,21,21,4,5,80,5,4,80,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,7.5,7.5,TCID50/mL,pledget,28,25,25,5,5,100,5,5,100,5,5,2,40,5,5,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,6.5,6.5,TCID50/mL,pledget,28,12,12,17,24,71,24,11,46,24,24,6,25,24,24,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,5.5,5.5,TCID50/mL,pledget,28,12,12,4,21,19,21,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,RRV,389A,4.8,4.8,TCID50/mL,pledget,28,12,12,2,25,8,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_polynesiensis,Rarotonga/American Samoa,RRV,Rarotonga,4.3,4.3,TCID50,mouse,28,,,18,18,100,18,,NT,NT,,3,60,5,5,suckling mouse,,symptoms-Ab,Gulber 1981,These should not be included as Ae. polynesiensis does not occur in Australia and the Ae. aegypti and Cx. quinquefasciatus strains were not of Australian origin.
ae_polynesiensis,Rarotonga/American Samoa,RRV,Rarotonga,4.8,4.8,TCID50,mouse,28,,,5,5,100,5,,NT,NT,,5,100,5,5,suckling mouse,,symptoms-Ab,Gulber 1981,
ae_polynesiensis,Rarotonga/American Samoa,RRV,Rarotonga,6.3,6.3,TCID50,mouse,28,,,6,6,100,6,,NT,NT,,2,40,5,5,suckling mouse,,symptoms-Ab,Gulber 1981,
ae_aegypti,Townsville,KUNV,MRM16,6.9,6.9,SMLD50,Unknown,Unknown,14,14,,,NT,NT,,NT,NT,,0,0,12,12,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Barrow, G.J.; Walker, P.J.; F anning, I.D. Experimental inoculation of arthropods; Brisbane, 1972; pp 8-9.",
ae_aegypti,Townsville,KUNV,MRM16,5.9,5.9,SMLD50,Unknown,Unknown,14,14,,,NT,NT,,NT,NT,,0,0,8,8,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Barrow, G.J.; Walker, P.J.; F anning, I.D. Experimental inoculation of arthropods; Brisbane, 1972; pp 8-9.",
ae_aegypti,Townsville,KUNV,MRM16,4.9,4.9,SMLD50,Unknown,Unknown,14,14,,,NT,NT,,NT,NT,,0,0,7,7,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Barrow, G.J.; Walker, P.J.; F anning, I.D. Experimental inoculation of arthropods; Brisbane, 1972; pp 8-9.",
ae_aegypti,Townsville,KUNV,MRM16,3.9,3.9,SMLD50,Unknown,Unknown,14,14,,,NT,NT,,NT,NT,,0,0,7,7,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Barrow, G.J.; Walker, P.J.; F anning, I.D. Experimental inoculation of arthropods; Brisbane, 1972; pp 8-9.",
ae_aegypti,Townsville,KUNV,MRM16,9,9,SMLD50,Unknown,Unknown,15,15,2,9,22,9,,NT,NT,,0,0,7,7,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J.; Sandford, N.L. Experimental virus studies; Quuensland Institute of Medical Research: Brisbane, 1973; pp 14-15.",
ae_aegypti,Townsville,KUNV,MRM16,8,8,SMLD50,Unknown,Unknown,15,15,2,18,11,18,,NT,NT,,0,0,11,11,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J.; Sandford, N.L. Experimental virus studies; Quuensland Institute of Medical Research: Brisbane, 1973; pp 14-15.",
ae_aegypti,Townsville,KUNV,MRM16,7,7,SMLD50,Unknown,Unknown,15,15,4,16,25,16,,NT,NT,,0,0,18,18,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J.; Sandford, N.L. Experimental virus studies; Quuensland Institute of Medical Research: Brisbane, 1973; pp 14-15.",
ae_aegypti,Townsville,KUNV,MRM16,6,6,SMLD50,Unknown,Unknown,15,15,2,10,20,10,,NT,NT,,0,0,15,15,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J.; Sandford, N.L. Experimental virus studies; Quuensland Institute of Medical Research: Brisbane, 1973; pp 14-15.",
ae_aegypti,Townsville,KUNV,MRM16,5,5,SMLD50,Unknown,Unknown,15,15,0,10,0,10,,NT,NT,,0,0,27,27,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J.; Sandford, N.L. Experimental virus studies; Quuensland Institute of Medical Research: Brisbane, 1973; pp 14-15.",
ae_aegypti,Townsville,KUNV,MRM16,10,10,SMLD50,Unknown,Unknown,15,15,16,40,40,40,,NT,NT,,0,0,21,21,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,10,10,SMLD50,Unknown,Unknown,20,20,,,NT,NT,,NT,NT,,4,31,13,13,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,10,10,SMLD50,Unknown,Unknown,25,25,,,NT,NT,,NT,NT,,6,38,16,16,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,9,9,SMLD50,Unknown,Unknown,15,15,36,55,65,55,,NT,NT,,2,12,17,17,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,9,9,SMLD50,Unknown,Unknown,20,20,,,NT,NT,,NT,NT,,4,29,14,14,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,8,8,SMLD50,Unknown,Unknown,15,15,6,35,17,35,,NT,NT,,,NT,NT,,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,7,7,SMLD50,Unknown,Unknown,15,15,3,30,10,30,,NT,NT,,,NT,NT,,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
ae_aegypti,Townsville,KUNV,MRM16,6,6,SMLD50,Unknown,Unknown,15,15,12,35,34,35,,NT,NT,,,NT,NT,,Suckling mouse,NT,Symptoms,"Kay, B.H.; Carley, J.G.; Fanning, I.D.; Barrow, G.J. Epidemiological Studies of Arboviruses. Experimental virus studies; Brisbane, 1974; pp 13-14.",
cx_quinquefasciatus,Brisbane,KUNV,MRM151O,4,4,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,KUNV,MRM151O,5,5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,KUNV,MRM151O,6,6,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,KUNV,MRM151O,6.5,6.5,SMLD50,Membrane,28,10,10,,,5,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Brisbane,KUNV,MRM151O,7,7,SMLD50,Membrane,28,10-22,16,,,0,Data not shown,,NT,NT,,0,0,7,7,Chick,PSEK-CPE,Viraemia/HAI,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,3,3,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,3.5,3.5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,4,4,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,4.7,4.7,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,5,5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,5.5,5.5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,5.7,5.7,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,6,6,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,6.7,6.7,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,7,7,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Darwin,KUNV,MRM151O,8,8,SMLD50,Membrane,28,10-22,16,,,0,Data not shown,,NT,NT,,0,0,28,28,Chick,PSEK-CPE,Viraemia/HAI,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,KUNV,MRM151O,4,4,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,KUNV,MRM151O,5,5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,KUNV,MRM151O,6,6,SMLD50,Membrane,28,10,10,,,5,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Kowanyama,KUNV,MRM151O,6.5,6.5,SMLD50,Membrane,28,110 to 22,16,,,10,Data not shown,,NT,NT,,0,0,6,6,Chick,PSEK-CPE,Viraemia/HAI,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
cx_quinquefasciatus,Mildura,KUNV,MRM151O,5,5,SMLD50,Membrane,28,10,10,,,0,Data not shown,,NT,NT,,,NT,NT,,NT,PSEK-CPE,NT,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848.",
